ReviewID	SentenceID	Text	Tokens
446	446_2	Will highly recommend to our friends and family.	["Will","highly","recommend","to","our","friends","and","family","."]
447	447_0	Must have been a five star at one point and the prices for everything are like 5 star but the property looks aged.	["Must","have","been","a","five","star","at","one","point","and","the","prices","for","everything","are","like","5","star","but","the","property","looks","aged","."]
447	447_1	Nothing special about the room.	["Nothing","special","about","the","room","."]
447	447_2	Looks like they are trying to nickel and dime for everything.	["Looks","like","they","are","trying","to","nickel","and","dime","for","everything","."]
447	447_3	Amenities were of the quality of 2 or maybe 3 star at the most.	["Amenities","were","of","the","quality","of","2","or","maybe","3","star","at","the","most","."]
447	447_4	Overall, if you can get this for less than 100 for a weekend night, it might be worth it.	["Overall",",","if","you","can","get","this","for","less","than","100","for","a","weekend","night",",","it","might","be","worth","it","."]
447	447_5	I am not going back.	["I","am","not","going","back","."]
448	448_1	Felt updated and luxurious.	["Felt","updated","and","luxurious","."]
448	448_2	Hotel staff friendly and helpful.	["Hotel","staff","friendly","and","helpful","."]
449	449_0	It was wonderful to stay at Venitian.	["It","was","wonderful","to","stay","at","Venitian","."]
449	449_1	World class hotel with all amenites.	["World","class","hotel","with","all","amenites","."]
449	449_2	Suite which i stayed was spacious and comfortable.	["Suite","which","i","stayed","was","spacious","and","comfortable","."]
449	449_3	I will definetly recommand this hotel.	["I","will","definetly","recommand","this","hotel","."]
450	450_0	I stayed with my two friends for 3 nightes in double queen bed room.	["I","stayed","with","my","two","friends","for","3","nightes","in","double","queen","bed","room","."]
450	450_1	very elegante and comfortble , clean rooms, the staff was very helpfull.	["very","elegante","and","comfortble",",","clean","rooms",",","the","staff","was","very","helpfull","."]
451	451_0	I've made numerous trips to Vegas.	["I","'ve","made","numerous","trips","to","Vegas","."]
451	451_1	I've stayed at nearly every hotel there.	["I","'ve","stayed","at","nearly","every","hotel","there","."]
451	451_2	I was even married in the penthouse suite of the famous one with the fountain.	["I","was","even","married","in","the","penthouse","suite","of","the","famous","one","with","the","fountain","."]
451	451_3	This hotel, by far, is my favorite.	["This","hotel",",","by","far",",","is","my","favorite","."]
451	451_4	The housekeeping staff were impeccable.	["The","housekeeping","staff","were","impeccable","."]
451	451_5	The staff in General were amazing, well trained, well versed and helpful.	["The","staff","in","General","were","amazing",",","well","trained",",","well","versed","and","helpful","."]
451	451_6	I doubt I'll stay at any other hotel again.	["I","doubt","I","'ll","stay","at","any","other","hotel","again","."]
453	453_0	The Venetian was a beautiful hotel.	["The","Venetian","was","a","beautiful","hotel","."]
453	453_1	It was somewhat confusing to get around especially the shops.	["It","was","somewhat","confusing","to","get","around","especially","the","shops","."]
453	453_2	The outdoor passageways were great and made it easy to follow.	["The","outdoor","passageways","were","great","and","made","it","easy","to","follow","."]
453	453_3	We loved the gondola ride.	["We","loved","the","gondola","ride","."]
453	453_4	I wished when we checked in the person would have explained all the coupons and how things worked since we had never had been to Vegas before, we probably could have saved ourselves money.	["I","wished","when","we","checked","in","the","person","would","have","explained","all","the","coupons","and","how","things","worked","since","we","had","never","had","been","to","Vegas","before",",","we","probably","could","have","saved","ourselves","money","."]
453	453_5	We liked having the extra sitting room our suite so that we could sit around and relax before going out again or at the end of a long day.	["We","liked","having","the","extra","sitting","room","our","suite","so","that","we","could","sit","around","and","relax","before","going","out","again","or","at","the","end","of","a","long","day","."]
453	453_6	The housekeeping staff was great and were quick to clean the room when you left.	["The","housekeeping","staff","was","great","and","were","quick","to","clean","the","room","when","you","left","."]
453	453_7	We ate dinner in the hotel 4 days and the food was great.	["We","ate","dinner","in","the","hotel","4","days","and","the","food","was","great","."]
453	453_8	The Lux on the casino floor was a great quick meal, but we enjoyed some of the finer dining too.	["The","Lux","on","the","casino","floor","was","a","great","quick","meal",",","but","we","enjoyed","some","of","the","finer","dining","too","."]
453	453_9	Went to B/B and the waiter was great explaining the menu especially with our teenage girls.	["Went","to","B","/","B","and","the","waiter","was","great","explaining","the","menu","especially","with","our","teenage","girls","."]
454	454_0	Hotel room was very nice.	["Hotel","room","was","very","nice","."]
454	454_1	Nice view, with three TVs including the one in the bathroom :)) my kids just loved the room.	["Nice","view",",","with","three","TVs","including","the","one","in","the","bathroom",":)",")","my","kids","just","loved","the","room","."]
455	455_0	Unreal hotel, beautiful rooms, service staffis top notch	["Unreal","hotel",",","beautiful","rooms",",","service","staffis","top","notch"]
456	456_0	Only bad experience was that rooms where made late.	["Only","bad","experience","was","that","rooms","where","made","late","."]
457	457_0	We visited with friends for a friendly pre-holiday celebration.	["We","visited","with","friends","for","a","friendly","pre","-","holiday","celebration","."]
457	457_1	We had a great time.	["We","had","a","great","time","."]
458	458_0	From the moment I checked-in to the time I left my expectations of the hotel's facilities and staff were exceeded.	["From","the","moment","I","checked","-","in","to","the","time","I","left","my","expectations","of","the","hotel","'s","facilities","and","staff","were","exceeded","."]
458	458_1	I cannot recommend this hotel more highly for a truly luxurious Las Vegas experience.	["I","can","not","recommend","this","hotel","more","highly","for","a","truly","luxurious","Las","Vegas","experience","."]
459	459_0	We had a wonderful time.	["We","had","a","wonderful","time","."]
459	459_1	Love the hotel and service was great	["Love","the","hotel","and","service","was","great"]
460	460_0	Very good restaurants and shopping.	["Very","good","restaurants","and","shopping","."]
460	460_1	Beautiful areas for pictures.	["Beautiful","areas","for","pictures","."]
460	460_2	Fun for whole family	["Fun","for","whole","family"]
461	461_0	Great hotel next to everything has a walgreens and allot of different activites to ofer for everyone great food in all price ranges best hotel	["Great","hotel","next","to","everything","has","a","walgreens","and","allot","of","different","activites","to","ofer","for","everyone","great","food","in","all","price","ranges","best","hotel"]
462	462_0	Nice place to stay.	["Nice","place","to","stay","."]
462	462_1	Well located, adjacent to Grand Canal Shoppes, close to Fashion Show Mall for those who like shopping.	["Well","located",",","adjacent","to","Grand","Canal","Shoppes",",","close","to","Fashion","Show","Mall","for","those","who","like","shopping","."]
